name,writer,text,cc,tags
가을 바람, 임화 ,"가을 바람
나뭇잎 하나가 떨어지는데,
무어라고 네 마음은 종이풍지처럼 떨고 있니?
나는 서글프구나 해맑은 유리창아!
그렇게 단단하고 차디찬 네 몸,
어느 구석에 우리 누나처럼 슬픈 마음이 들어 있니?
참말로 누가 오라고나 했나?
기다리기나 한 것처럼 달아와서,
그리 마다는 나무 잎새를 훑어놓고,
내 아끼는 유리창을 울리며 인사를 하게.
너는 그렇게 정말 매몰하냐?
그렇지만 나는,영리한 바람아 네가 정답다재작년 그리고 더 그 전해에도 가을이 올 적마다,곁눈 하나 안 떠보고 내가 청년의 길에 충성되었을 때,내 머리칼을 날리던 너는 우렁찬 전진의 음악이었다앞으로 앞으로 누구가 퇴각이란 것을 꿈에나 생각했던가!눈보라가 하늘에 닿은 거칠은 벌판도 승리에의 꽃밭이었다.
오늘
오래된 집은 허물어져 옛 동간들은 찬 마루판 위에 얽매여 있고,
비열한들은 이상과 진리를 죽그릇과 바꾸어,
가을비가 낙엽 위에 찬데,
부지런한 너는 다시 그때와 같이 내게로 왔구나!
정답고 영리한 바람아!
너는 내 마음이 속삭이는 말귀를 들을 줄 아니 왜 말이 없느냐?
필연코 길가에서 비열한들의 군색한 푸념을 듣고 온게로구나!
입이 없는 유리창이라도 두드리니깐 울지 않니?
마음 없는 낙엽조차 떨어지면서 제 슬픔을 속이지는 않는다.
짓밟히고 걷어채이면서도 웃으며 아첨할 것을 잊지 않는 비열한들을,
보아라 영리한 바람아 저 참말로 미운 인간들이,땅에 내던지는 한 그릇 죽을 주린 개처럼 쫓지 않니?
불어라 바람아 모질고 싸늘한 서릿바람아 무엇을 거리끼고 생각할까,?
너는 내 가슴에 괴어 있는 슬픈 생각에도 대답지 말아라.
곧장 이
평양성 의 자욱한 집들의 용마루를 넘어숲들이 흐득이고 강물이 추위에 우
는 겨울 벌판으로
겨울이 오면 봄은 멀지 않았으니까
",자유이용 만료,#
가을 밤, 이장희 ,"가 을 밤1926
창을 닫은 가게는 고요히 늘어섰고
서리와 함께 달빛은 내리는데
잎사귀지는 길가의 나무 밑을
내 홀로 거니노라,
활동사진관에서
아까 구경한
피에로
 의 서러운 신세를 생각하며.
조선문단
 1927. 3
",자유이용 만료,
가을 밤에 회포를 적음, 신채호 ,"가을 밤에 회포를 적음
임술추고등경경반인수
소진단심부자유
미득천과회혁일
수장독필화청구
수방십재상침빈
병침삼경월입누
막설강동노회미
여금무지계어주
",자유이용 만료,#
가을 삼제(三題), 노자영 ,"가을
삼제
귀뚜라미
무슨 설움 그리많아 기나긴 그 밤을
잠안자고 울며불며 흙속에서 새우는고
내 설움 네게 다주고 나는 잘까 하노라.
백화가 이울거늘 너 혼자 피었단 말이냐
눈 같은 그 꽃떨기 찬서리에 너울노네
아마도 가을산 여왕은 너뿐인가 하노라.
들국화
기러기
기러기 무슨 한을안고 밝은 낮 그만두고
어스름 그 달밤에
만리창공 울고가니
아서라 누가 알리요 그 새에게 맡겨 두어라.
1938,
시집 백공작 에서
",자유이용 만료,#
가을 새벽-1, 권태응 ,"가을  새벽
권태응
어서  밤이  새라고,  닭들  꼬끼요.
먼  길  손님  타라고,  기차  삐익삑.
고요한  새벽하늘
울리는  소리
고요한  새벽하늘
울리는  소리
고요한  새벽하늘
울리는  소리
부지런한  타작꾼  기계  타알탈.
",자유이용 만료,
가을, 강경애 ,"가을   
매해  가을마다  울었더니만   
뒷창문  옆에서  울었더니만   
떨어지는  낙엽  좇아  울었더니만   
지금은  그  가을이  또  왔어요   
바람에  떨어진  벽에  의하여   
겨울  의복을  꼬매이려고   
힘없는  광선을  바라보면서   
바눌은  번개같이  번쩍이었다   
뒷문으로  가만히   
누런빛  사이로  나무꾼  아해   
곰방대를  찬  나무꾼  아해   
가을에  벗님을  찾으펴  해   
매해  가을마다  울었더니만   
뒷창문  옆에서  울었더니만   
떨어지는  낙엽  좇아  울었더니만   
지금은  그  가을이  또  왔어요     
",자유이용 만료,#
가을, 고석규 ,"가 을
강반 에 나서면
돌깨는 소리가 가찹다
흐늘지며 따르는 물에는
피물든 잎이 앉혀 간다.
목청도 없이
온 하늘을 부르면
쪼각쪼각 옛날이 내려오고
이슥한 산녘마다
머리를 푸는 저녁이 들 때
허연
백사장 위엔
내 그림자가 오래도록
귀를 막고 서 있다.
",자유이용 만료,#
가을, 권환 ,"가 을
산골 벼가 금같이 누러니
저녁놀이 자주
같이 붉으니
아버지 살결이 유달리 희다
머리 딴 총각 때부터 부친다는
서마지기 논 둔덕 위에서
혼자 잡초 연기 피우면서
아버지는 무엇을 생각는지 ?
",자유이용 만료,#
가을, 김상용 ,"가 을
달이 지고
귀또리 울음에청춘 에 가을이 왔다",자유이용 만료,#
가을, 김소월 ,"가을 
                                  김소월   
검은 가시읠 서리 맞은 긴 덩굴들은
시닥나무꾸부러진 가지위에
회색인 밀봉의 구멍에도벙어 말라서
압히는 가을은 더 쓰리게 왔어라
서러라 인 눌린 우리의 가슴아!
겉으로는 사랑이 꿈의 발아래
아!나의 아름다운 붉은 물가의
새로운 밀물만 스쳐가며 밀려와라
",자유이용 만료,#
가을, 김현구 ,"가 을
은날개 맑은볕에
칼날같이 갈린
계절아득히 먼하날에 외로운 구름 가면
아아 으지없는 나의넋은 눈물집니다
저녁햇빛 붉게들어 슬픈산 줄기 줄기
야워진 하날우에 가마귀때 나르고
마련없는 하누바람
대지 를 부러가면
아아 나의꿈길은
무한 에 닿습니다
",자유이용 만료,#
가을, 노자영 ,"가을가비엽고 서늘한 가을님이여!
당신의 새맑은 고흔 노래가
수정 줄기의 흰 말을 타고
큰 바다 저
편 먼 나라로부터
아 반가히 오십니다 그려붉은 눈 뜬 더위를 모라내고
살기 조흔
유리세계만드시랴고요아 반갑소이다님의 맑은 소리가 한번 솔솔
소녀 떼의
정 다운
미소 와 갓티
푸른 하늘 흰공간 가만히 흔들 때에
무섭든
공기 는 첫 날
신부 로
화 하고
검어튼 땅은 아츰 하늘로
변 하야간 곳마다 날개 치는 가비여움
곳곳마다 새 샘물의 서늘함!
아 님의 가슴에황금비 를 세우고
찬미 의
평화연 을 베풀고저 합니다삼
아 님이여 눈 떠 보서요오동 나무 사이에서 살랑살랑
님을 위해 부르는 맑은
찬미 를
넓은 동산 푸른 소반 우에
시뻘어케 벌여잇는 모든 신물을
황금 갓흔 풀입 잔 우에
임금포도황리
등 여러가지방울방울 부어놋는
은 빗 새술아 이것은 님을위 해 베푸는
어진
자연 의
정성 스러운 잔채올시다사
아 서늘한 가을님이어님의 새하얀 고흔 치마로
나의 어린 가슴 흠뻑 싸주서요!
나는 당신의 치마 아래서
달빗 아래 소리하는 기럭이떼에
영원 의 애처러운호소 를 드르며
거문 그림자를 가삼에 안고
우작 의 꿈속에 자랴 합니다1920.8.20
",자유이용 만료,#
가을, 설정식 ,"가 을
바람속에
굴레가 그리운
말대가리 하나
언덕 아래로 아래로
들국화는 누구의 꽃들이냐
긴 이야기는
무슨 사연
오래 오래
갈대는 서로 의지하자
",자유이용 만료,#
가을," 신애리,조현우 ","가을
조현우
나무들  피어난다
무슨  일  꾸몄을까?
하나도  빠짐없이 
친구들도  불러와
스타가
되어  있지요
빨강노랑  신났다.
",CC BY[저작자 표시],#
가을, 오장환 ,"가을
  
바람이 불지 안허도
가랑닙흔
한닙 두닙 떠러집니다
  
산과 들에는
단풍이 한창이어서
벌거케 숫불처럼 피인게
그래두는 덥지 안코
선선하기만 합니다.
조선일보1936. 10.13
",자유이용 만료,#
가을, 윤곤강 ," 가을
    구월구일에 아으
    약이라 먹는 황화고지
    안해 드니 새셔가 만하얘라
             동동에서
한 밤 동안에
나무잎들이
피투성이가 되고
해질 무렵이면
하늘가엔
노을도 고웁게 선다
바람 속엔 항상
암사슴의
배꼽내가 풍기고
바람 속엔 항상
애끊는
피리의 가락이 운다
",자유이용 만료,#
가을, 조명희 ,"가을
키 큰 사람이
얇은 햇빛 쪼이는
언덕 위에 올라서
두 손을 지팡이에 얹고
생각을 영원
에 놓아
끝없는 허공을 바라보며
이제가 어느 때뇨
이제가 어느 때?
가슴은 빈 한을 갖고
한숨은 높은 바람과도 같도다
긴 한숨 긴 바람에 부쳐 보내며
거듭 탄식에 그는 눈 내려감다.
1924. 9. 21.
",자유이용 만료,#
가을, 최남선 ,"가 을
가을은 즐거운철 어딜봐도
성숙 의빛
봄여름 나고자라 한껏뽐낸
생명 의힘
살찐볼 짙은향기로
성공 자랑 하여라가을은 흐뭇한철 어딜봐도
풍성 한꼴
산 같은 불구슬과 바다같은
금 싸래기
벽운천
황화지 새에 넘처그득 한지고가을은 시원한걸 어딜봐도
명랑 한맛
하늘은 높다랗고 들은훨칠 아득하여
사람의 가진기죽을 있는대로 펴라네.
일구오사년
십일월
이일일
자유신",자유이용 만료,활기
가을거리에서, 권구현 ,"가을거리에서
지낸가을 낙엽
위에
남겨둔 환상
의 거름자를
추억
의 그날을
다시 차자보려
나는 해맷서라
낙엽
의 거리를
아 그러나
는 갓서라
설게도 는 갓서라
모든것은 넷인듯하나
애닯은 적막긔위를 둘 이여라
영원
이 영원
이 그 는
",자유이용 만료,#
가을날, 노천명 ,"가을날
겹옷 사이로 스며드는 바람은
산산한 기운을 머금고....
드높아진 하늘은 비로 쓴 듯이 깨끗한
맑고도 고용한 아침
예저기 흩어져 촉촉히 젖은
낙엽을 소리없이 밟으며
허리띠 같은 길을 내놓고
풀밭에 들어 거닐어 보다
끊일락 다시 이어지는 벌레 소리
애연히 넘어가는 마디마디엔
제철의 아픔이 깃들였다.
곱게 물든 단풍 한 잎 따들고
이슬에 젖은 치맛자락 휩싸쥐며 돌아서니
머언 데 기차 소리가 맑다.
",자유이용 만료,#
가을날의 코스모스, 황석우 ,"가을날의 코스모가을날의
가운데의
뭇 나무사희에
강 한
자세 로허리길게 여엄숙 히섯는
코스모
스는
프른머리훗트러느리고웃득히섯는
묵념 에잠긴
감격 놉흔
철인 과도
혁명가 와도갓다
",자유이용 만료,#
가을마지-2, 김대봉 ,"가을마지
김대봉
가을가을이  오면
한이슬마진  풀가티
몹시도쓸쓸하고
우는귀뚜람이처음
속가슴서러웁지요
가을가을이  오면
바람부는  바다가티
짝업시  아득하고
떠나는  제비처럼
먹은마음  애닮지요
",자유이용 만료,#
가을바람, 허민 ,"가을바람
가지에 걸린 거미줄 희율 줄 알고
환상
의 실마리는 몰유지 못하는
가을의 바람은 어찌 쓰라려
옛 기억 상자만 모시고 와요
풀잎에 맺힌 물구슬은 떨어뜨리고
어머니 그리워 눈물은 말리지 못하는
가을의 바람은 가슴을 희매며
헤어진 꿈터의 설움만 불어 주어요
1932
년 월 일9
",자유이용 만료,#
가을바람-2, 서덕출 ,"가을이면  바람이  미치는개라
이리저리  함부로  막달겨들어
때여밀고  깔집어  치고갑니다.
가을이면  바람이  무섭는개라
빨가숭이  뒷집애도  나오지안코
나무닢이  발발떨며  떠리집니다
가을바람
서덕출
1936.  12.  아동문예
",자유이용 만료,#
가을바람과 나무가지들, 황석우 ,"가을바람과 나무가지들
가을날에
숩속에서
요란히흔들니는
나무가지들은
억양미묘 한
열변 을 토 하는
가을바람의
장광설 에
닙사구와닙사구를
합장 하여
박수 하여
갈채 하는듯
어느매듸에는
노 하여허리와얼골도리켜를불으지저대는듯하다
",자유이용 만료,#
가을바람과 의 니야기, 황석우 ,"가을바람과의 니야기
가을바람과
풀과
나무들의
낫이오나
밤이오나
멧날이고
멧달을두고
서로맛나면맛나는대로
속삭여도
속삭임이 처지지안는그니야기는
다정 한
부부 의 어지기어려워하는모든니불속니야기갓흠니다
",자유이용 만료,#
가을바람과 풀과 나무, 황석우 ,"가을바람과 풀과 나무
가을바람이한울에서
휘 파람불고 우에내려오면풀과나무들은깁흔밤중이라도
잠 여소리치고
그에게응석부리고달녀들어
그의키
스를밧으며 그의
포옹 을밧고
그에게마음다한모든
열정 을밧침니다
",자유이용 만료,#
가을밤, 박아지 ,"가을 밤ㅅ
희미한 등 불 아래 묵연히 앉었으니지는 잎이 창문을 스치며
바스락
그건 확실히 가을의 녹크였오.
그는 나를 불러 내고야 말았오.
논뚝 길에 가로 비낀 갈때 그림자
가는 바람에 하느적거리며
스르릉
나는 가만가만 따라오는 그의 발자취를 들었오.
높고 맑은 하늘에는 서리 발만 어리었고아득한 지평선 저어쪽 수풀우엔 쪼각 달이 걸리었오.
멀리 들 건너 포푸라 속에 잠든 마을
조으는듯 깜박어리는 두어개의 등불
가을 고요한 밤!
그는 형용을 잊어버린 한폭의 아름다운 그림이오.
",자유이용 만료,#
가을밤, 이병각 ,"가을밤
뉘우침이여
벼개를 적신다.
달이 밝다.
뱃쟁이 우름에 맛추어
가을밤이 발버등친다.
새로워질 수 없는 래력이거던
나달아 빨리 늙어라.
",자유이용 만료,#
가을밤-3, 김대봉 ,"가을밤
김대봉
맑고맑은  한울엔
          별님이반
은하수엔  선녀가
          배를타고서
어긔어차  배를저
          둥실도네
송닙속엔  벌레가
          놀애하고요
실바람은  상쾌케
          불어오니
단풍닙은  후두두
          어집니다
",자유이용 만료,#
가을밤-3, 서덕출 ,"고요한가을달은
동창에소사잇고
명랑한달빗아래
버레들은울고요
한업는하날에는
수업는빗난별이
피곤한모양으로
자볼고잇고요
고요한가을밤에
떨어지는나무입
바람수레타고서
정한곳업시가요
가을밤
서덕출
스크랩
",자유이용 만료,#
가을아츰에, 김소월 ,"가을아츰에
엇득한퍼스렷한 하늘아래서
회색 의집웅들은 번 어리며성긧한섭나무의 드믄수풀을
바람은 오다가다 울며맛날 ,
보일낙말낙하는 멧골에서는
안개가 어스러히 흘너싸혀라.
아아 이는 찬비온 새벽이러라.
냇물도 닙새아래 어러붓누나.
눈물에쌔여 오는모든
기억 은
피흘닌
상처 조차 아직새롭은
가주난아기갓치 울며서두는
내 령 을 에워싸고 속살거려라그대의가슴속이 가뷔엽든날
그립은그한 는 언제여섯노!
아아어루만지는 고흔그소래
쓸아 린가슴에서속살거리는,
밉음도 부 럼도 니즌소래에,
업시 하염업시 나는 우러라.
진달내
",자유이용 만료,#
